IPK,Sertifikasi,Sertifikasi Professional,Prestasi Nasional,Kompetisi Top 3 Nasional,Prestasi Internasional,Kompetisi Top 3 Internasional,Intern,Volunteer,Beasiswa,Nilai Bobot,Rank
3.45,1,0,7,2,0,0,4,12,Beasiswa BSI,0.1733389614,11309
3.97,2,0,5,10,0,0,1,17,Beasiswa BSI,0.2821154157,5484
3.82,2,0,5,7,0,0,0,37,Beasiswa BSI,0.2876446642,5245
3.14,0,0,4,1,0,0,14,31,Beasiswa BSI,0.2061180255,9114
3.41,0,0,3,7,0,0,5,52,Beasiswa BSI,0.3044514621,4512
3.89,0,1,10,10,0,0,4,44,Beasiswa BSI,0.352923838,2741
3.7,2,2,5,10,0,0,7,47,Beasiswa BSI,0.337641933,3199
3.99,2,2,2,5,0,0,8,19,Beasiswa BSI,0.2503713449,6816
3.1,1,2,2,4,0,0,2,32,Beasiswa BSI,0.1985738685,9653
3.48,1,0,6,8,0,0,13,22,Beasiswa BSI,0.254651245,6634
3.55,0,1,7,1,0,0,4,21,Beasiswa BSI,0.2017310695,9411
3.34,1,0,1,9,0,0,3,44,Beasiswa BSI,0.2856911216,5328
3.73,2,1,6,4,0,0,9,31,Beasiswa BSI,0.2605159475,6387
3.61,1,0,2,2,0,0,3,14,Beasiswa BSI,0.1694745938,11554
3.95,2,2,10,8,0,0,14,33,Beasiswa BSI,0.3349379461,3284
3.26,1,2,9,5,0,0,3,44,Beasiswa BSI,0.2842196855,5398
3.48,2,0,6,8,0,0,14,13,Beasiswa BSI,0.239642532,7276
3.04,0,2,10,3,0,0,13,37,Beasiswa BSI,0.2630250765,6275
3.56,0,2,5,7,0,0,4,52,Beasiswa BSI,0.3193699077,3884
3.32,0,2,8,9,0,0,13,24,Beasiswa BSI,0.2721185715,5898
3.74,0,0,5,4,0,0,5,26,Beasiswa BSI,0.2366166826,7421
3.42,2,0,2,0,0,0,13,52,Beasiswa BSI,0.2830017325,5441
3.85,2,0,10,6,0,0,6,25,Beasiswa BSI,0.2823987675,5471
3.96,1,1,3,1,0,0,6,16,Beasiswa BSI,0.2204722886,8248
3.26,1,0,5,10,0,0,4,34,Beasiswa BSI,0.2741065378,5821
3.23,1,2,1,0,0,0,4,31,Beasiswa BSI,0.1841709711,10631
3.97,2,0,9,0,0,0,0,20,Beasiswa BSI,0.246175593,6984
3.79,2,0,2,5,0,0,10,45,Beasiswa BSI,0.2975692078,4814
3.91,0,0,3,0,0,0,0,52,Beasiswa BSI,0.298355581,4769
3.31,0,0,8,3,0,0,11,43,Beasiswa BSI,0.274768924,5785
3.87,0,2,2,1,0,0,11,37,Beasiswa BSI,0.2681328143,6059
3.61,1,0,9,1,0,0,6,37,Beasiswa BSI,0.2643831264,6218
3.2,0,2,1,5,0,0,1,15,Beasiswa BSI,0.1506893364,12494
3.55,2,1,5,10,0,0,8,18,Beasiswa BSI,0.260154099,6402
3.15,0,2,8,7,0,0,2,27,Beasiswa BSI,0.2359482565,7453
3.33,2,2,1,2,0,0,14,31,Beasiswa BSI,0.2159512145,8504
3.92,0,2,4,3,0,0,6,18,Beasiswa BSI,0.2320843851,7632
3.91,1,0,4,5,0,0,1,38,Beasiswa BSI,0.281956734,5493
3.94,0,2,9,0,0,0,14,35,Beasiswa BSI,0.2951261464,4914
3.45,0,2,3,7,0,0,9,27,Beasiswa BSI,0.2398003998,7272
3.99,0,0,7,4,0,0,9,44,Beasiswa BSI,0.316347101,4012
3.57,0,2,7,9,0,0,3,41,Beasiswa BSI,0.309456076,4295
3,0,2,3,5,0,0,4,32,Beasiswa BSI,0.2068684727,9057
3.62,1,0,1,6,0,0,12,35,Beasiswa BSI,0.2642377663,6224
3.8,0,2,1,3,0,0,0,53,Beasiswa BSI,0.3023100719,4617
3.65,1,2,10,7,0,0,10,43,Beasiswa BSI,0.3267713097,3581
3.07,1,0,4,0,0,0,11,46,Beasiswa BSI,0.2497552083,6841
3.15,2,0,5,6,0,0,7,17,Beasiswa BSI,0.1841336789,10632
3.38,2,0,8,5,0,0,12,14,Beasiswa BSI,0.2131624353,8677
3.36,0,0,3,2,0,0,3,13,Beasiswa BSI,0.1392271068,12974
3.4,0,2,6,10,0,0,7,16,Beasiswa BSI,0.2506830409,6807
3.48,1,2,9,10,0,0,3,52,Beasiswa BSI,0.3491734198,2847
3.76,2,1,0,7,0,0,14,11,Beasiswa BSI,0.2345918892,7515
3.44,2,2,1,10,0,0,4,45,Beasiswa BSI,0.3057723368,4446
3.44,1,1,0,3,0,0,11,11,Beasiswa BSI,0.1610097454,11991
3.89,2,2,0,1,0,0,12,24,Beasiswa BSI,0.2353542805,7480
3.84,2,2,10,5,0,0,7,36,Beasiswa BSI,0.3051669076,4476
3.23,2,1,1,0,0,0,14,50,Beasiswa BSI,0.2692676936,6012
3.37,1,0,1,6,0,0,1,43,Beasiswa BSI,0.2597169428,6422
3.13,1,1,0,3,0,0,10,20,Beasiswa BSI,0.1547396835,12304
3.28,0,1,5,9,0,0,3,28,Beasiswa BSI,0.2488570383,6866
3.85,1,0,8,6,0,0,11,27,Beasiswa BSI,0.2833273416,5435
3.76,1,1,7,8,0,0,4,42,Beasiswa BSI,0.3151713313,4062
3.46,1,0,9,8,0,0,5,28,Beasiswa BSI,0.269784064,5997
3.85,2,1,1,8,0,0,9,39,Beasiswa BSI,0.302419454,4612
3.88,0,0,1,7,0,0,12,26,Beasiswa BSI,0.2690098457,6024
3.83,2,2,9,7,0,0,7,17,Beasiswa BSI,0.2717996838,5914
3.07,1,1,6,7,0,0,14,29,Beasiswa BSI,0.2452025408,7026
3.1,1,0,2,8,0,0,4,28,Beasiswa BSI,0.2197826525,8280
3.71,0,0,1,8,0,0,4,35,Beasiswa BSI,0.2743342199,5809
3.19,1,1,6,0,0,0,12,39,Beasiswa BSI,0.2398383078,7270
3.47,0,0,1,3,0,0,6,23,Beasiswa BSI,0.1849958443,10595
3.95,1,2,9,9,0,0,2,42,Beasiswa BSI,0.3413055378,3087
3.93,1,2,4,8,0,0,5,10,Beasiswa BSI,0.2542241113,6649
3.28,1,2,4,0,0,0,9,19,Beasiswa BSI,0.1622873793,11924
3.1,2,0,4,9,0,0,2,35,Beasiswa BSI,0.2556823626,6591
3.47,1,1,5,7,0,0,5,48,Beasiswa BSI,0.3026668922,4599
3.73,2,1,5,2,0,0,0,16,Beasiswa BSI,0.1991003075,9614
3.8,0,1,9,9,0,0,1,29,Beasiswa BSI,0.2999254511,4710
3.36,0,2,4,3,0,0,10,53,Beasiswa BSI,0.2960028734,4882
3.46,0,1,0,8,0,0,12,49,Beasiswa BSI,0.3090253756,4315
3.76,2,2,3,1,0,0,3,42,Beasiswa BSI,0.2669909239,6102
3.17,0,1,6,10,0,0,12,11,Beasiswa BSI,0.2367272866,7416
3.31,2,0,5,1,0,0,3,48,Beasiswa BSI,0.2621332776,6315
3.59,1,1,5,6,0,0,1,39,Beasiswa BSI,0.2721512654,5896
3.29,2,1,8,5,0,0,1,39,Beasiswa BSI,0.2614528162,6348
3.46,1,2,1,6,0,0,1,48,Beasiswa BSI,0.2836608477,5423
3.79,1,1,0,7,0,0,6,23,Beasiswa BSI,0.2453237063,7018
3.38,1,0,2,0,0,0,14,22,Beasiswa BSI,0.1830252073,10704
3.87,0,2,1,8,0,0,13,32,Beasiswa BSI,0.2942678646,4951
3.85,1,1,8,7,0,0,4,45,Beasiswa BSI,0.3256589641,3639
3.7,0,2,5,10,0,0,6,27,Beasiswa BSI,0.2876930809,5243
3.61,1,0,2,1,0,0,14,47,Beasiswa BSI,0.2813571247,5518
3.16,2,0,8,3,0,0,6,18,Beasiswa BSI,0.180298732,10878
3.13,0,2,0,7,0,0,10,29,Beasiswa BSI,0.2224751892,8137
3.17,1,2,0,7,0,0,12,20,Beasiswa BSI,0.2027890812,9343
3.75,1,2,10,4,0,0,11,49,Beasiswa BSI,0.3327047974,3365
3.89,2,0,1,1,0,0,9,10,Beasiswa BSI,0.2013765928,9437
3.16,2,2,8,1,0,0,3,14,Beasiswa BSI,0.1596659158,12068
3.5,1,2,10,4,0,0,2,33,Beasiswa BSI,0.2630403298,6274
3.82,1,2,6,9,0,0,9,19,Beasiswa BSI,0.2796470797,5589
3.42,0,1,2,10,0,0,0,46,Beasiswa BSI,0.3038620268,4530
3.64,1,2,10,3,0,0,7,20,Beasiswa BSI,0.2412702177,7206
3.14,1,2,6,2,0,0,9,42,Beasiswa BSI,0.2508377119,6794
3.1,2,2,5,1,0,0,0,11,Beasiswa BSI,0.1176034568,13566
3.86,2,0,7,4,0,0,5,53,Beasiswa BSI,0.3274416438,3555
3.43,0,0,4,4,0,0,5,12,Beasiswa BSI,0.1666557153,11698
3.9,2,0,4,10,0,0,12,52,Beasiswa BSI,0.3604815578,2557
3.75,0,1,8,3,0,0,5,15,Beasiswa BSI,0.2239229191,8061
3.57,0,0,8,10,0,0,10,42,Beasiswa BSI,0.3288924205,3502
3.56,1,0,0,10,0,0,10,14,Beasiswa BSI,0.2427266123,7131
3.92,2,0,6,5,0,0,14,17,Beasiswa BSI,0.2599631208,6411
3.09,0,1,4,7,0,0,7,10,Beasiswa BSI,0.173105809,11324
3.7,0,1,9,10,0,0,9,43,Beasiswa BSI,0.342309711,3053
3.61,0,2,8,1,0,0,14,17,Beasiswa BSI,0.2244844803,8029
3.32,1,0,5,7,0,0,13,13,Beasiswa BSI,0.2103666014,8845
3.62,1,1,9,6,0,0,12,40,Beasiswa BSI,0.3073199383,4383
3.08,1,2,0,5,0,0,13,45,Beasiswa BSI,0.2648609861,6198
3.22,2,2,7,7,0,0,8,15,Beasiswa BSI,0.2117277893,8758
3.7,2,2,1,1,0,0,4,30,Beasiswa BSI,0.2219313628,8176
3.52,0,1,5,7,0,0,12,40,Beasiswa BSI,0.2913215586,5068
3.91,0,1,6,0,0,0,2,29,Beasiswa BSI,0.2477162564,6915
3.22,1,2,1,1,0,0,13,47,Beasiswa BSI,0.2606176661,6382
3.35,2,0,2,1,0,0,6,22,Beasiswa BSI,0.1634857566,11862
3.45,2,1,1,3,0,0,0,24,Beasiswa BSI,0.182105166,10757
3.81,1,2,8,1,0,0,0,30,Beasiswa BSI,0.2533275259,6689
3.09,0,2,4,7,0,0,4,10,Beasiswa BSI,0.1707520067,11467
3.91,0,0,6,4,0,0,4,25,Beasiswa BSI,0.2533424486,6688
3.97,0,2,3,8,0,0,8,30,Beasiswa BSI,0.2943252154,4948
3.92,2,2,10,10,0,0,11,25,Beasiswa BSI,0.3270725491,3570
3.63,0,1,0,5,0,0,2,53,Beasiswa BSI,0.2996911652,4717
3.09,1,0,4,7,0,0,2,18,Beasiswa BSI,0.1833251593,10681
3.89,1,1,6,8,0,0,7,51,Beasiswa BSI,0.3454573333,2939
3.67,1,2,3,0,0,0,13,47,Beasiswa BSI,0.286062373,5311
3.59,2,0,9,3,0,0,12,10,Beasiswa BSI,0.2178537869,8394
3.91,2,1,6,0,0,0,5,20,Beasiswa BSI,0.2304027274,7707
3.54,2,0,7,2,0,0,4,51,Beasiswa BSI,0.2947805438,4929
3.15,2,1,8,10,0,0,14,14,Beasiswa BSI,0.2556461593,6594
3.4,2,0,0,6,0,0,7,13,Beasiswa BSI,0.1778377676,11041
3.12,1,1,2,5,0,0,14,11,Beasiswa BSI,0.1640203562,11827
3.85,2,2,5,7,0,0,9,21,Beasiswa BSI,0.2655364435,6168
3.87,0,0,4,2,0,0,1,50,Beasiswa BSI,0.2987532047,4755
3.05,2,2,0,0,0,0,13,30,Beasiswa BSI,0.1872198865,10449
3.98,0,1,7,2,0,0,10,12,Beasiswa BSI,0.240774603,7222
3.39,1,0,0,3,0,0,12,23,Beasiswa BSI,0.1889424063,10328
3.62,1,1,0,7,0,0,12,29,Beasiswa BSI,0.2551126081,6615
3.76,1,2,6,7,0,0,4,26,Beasiswa BSI,0.2657881242,6155
3.37,1,1,10,0,0,0,7,28,Beasiswa BSI,0.2286815463,7808
3.32,0,1,5,6,0,0,0,37,Beasiswa BSI,0.2486448204,6875
3.95,1,0,1,9,0,0,12,11,Beasiswa BSI,0.2657543623,6157
3.03,1,1,4,1,0,0,4,53,Beasiswa BSI,0.2684319386,6048
3.74,1,2,2,2,0,0,2,12,Beasiswa BSI,0.1846635945,10612
3.53,0,1,8,2,0,0,10,10,Beasiswa BSI,0.1966493646,9785
3.48,2,0,4,3,0,0,13,29,Beasiswa BSI,0.2274674301,7866
3.04,1,0,9,0,0,0,7,25,Beasiswa BSI,0.1935352948,10004
3,2,2,0,2,0,0,10,24,Beasiswa BSI,0.1596036153,12075
3.7,0,1,10,6,0,0,14,12,Beasiswa BSI,0.2609012633,6371
3.28,0,2,1,8,0,0,0,48,Beasiswa BSI,0.2879986165,5227
3.12,0,0,8,3,0,0,8,49,Beasiswa BSI,0.2822860654,5474
3.83,1,0,8,0,0,0,5,11,Beasiswa BSI,0.214871988,8568
3.09,1,0,3,6,0,0,11,14,Beasiswa BSI,0.1727087936,11359
3.2,1,2,4,10,0,0,14,35,Beasiswa BSI,0.2893434689,5157
3.96,2,0,2,2,0,0,7,42,Beasiswa BSI,0.2842477673,5396
3.98,2,0,5,5,0,0,5,14,Beasiswa BSI,0.2427030369,7133
3.21,2,0,2,3,0,0,12,38,Beasiswa BSI,0.2327121349,7608
3.93,2,1,1,5,0,0,10,43,Beasiswa BSI,0.301178467,4654
3.16,0,0,3,8,0,0,6,10,Beasiswa BSI,0.1833947135,10675
3.13,0,2,6,10,0,0,14,40,Beasiswa BSI,0.3069437352,4402
3.21,2,0,8,5,0,0,9,15,Beasiswa BSI,0.1968055671,9773
3.09,2,2,5,3,0,0,3,10,Beasiswa BSI,0.1294487501,13277
3.48,2,2,7,3,0,0,13,29,Beasiswa BSI,0.244281625,7054
3.07,0,2,8,4,0,0,8,19,Beasiswa BSI,0.1919397941,10131
3.98,0,2,2,9,0,0,6,47,Beasiswa BSI,0.3369706396,3217
3.93,0,0,5,10,0,0,4,18,Beasiswa BSI,0.2824676817,5467
3.3,2,2,4,1,0,0,9,43,Beasiswa BSI,0.2509098406,6792
3.62,0,1,9,2,0,0,5,29,Beasiswa BSI,0.2459464151,6994
3.53,2,1,0,0,0,0,9,13,Beasiswa BSI,0.1589939447,12106
3.17,0,2,9,7,0,0,7,24,Beasiswa BSI,0.2409040981,7217
3.83,1,0,5,3,0,0,1,20,Beasiswa BSI,0.2224471902,8139
3.44,1,1,1,5,0,0,10,30,Beasiswa BSI,0.2265848271,7916
3.95,0,1,9,10,0,0,5,27,Beasiswa BSI,0.3180228797,3939
3.71,2,2,10,7,0,0,7,30,Beasiswa BSI,0.2945289071,4940
3.09,2,1,8,7,0,0,8,11,Beasiswa BSI,0.2020105439,9394
3.22,2,0,0,3,0,0,11,27,Beasiswa BSI,0.1873894652,10439
3.98,0,0,5,1,0,0,7,24,Beasiswa BSI,0.2452434753,7021
3.91,1,1,7,3,0,0,8,14,Beasiswa BSI,0.2376374546,7370
3.15,1,2,4,3,0,0,8,44,Beasiswa BSI,0.2536077601,6677
3.46,2,2,3,1,0,0,6,50,Beasiswa BSI,0.2765185277,5716
3.77,0,2,2,1,0,0,12,19,Beasiswa BSI,0.2142254398,8607
3.57,2,1,2,10,0,0,10,53,Beasiswa BSI,0.3406614368,3103
3.52,1,1,3,8,0,0,11,12,Beasiswa BSI,0.223704468,8076
3.23,0,0,1,5,0,0,0,51,Beasiswa BSI,0.2732707845,5858
3.08,1,2,4,1,0,0,14,49,Beasiswa BSI,0.2715521991,5925
3.71,1,2,2,2,0,0,7,47,Beasiswa BSI,0.2835328962,5426
3.91,1,0,1,10,0,0,2,42,Beasiswa BSI,0.3189150443,3903
3.18,0,0,10,2,0,0,0,43,Beasiswa BSI,0.2630897829,6271
3.95,0,1,2,5,0,0,12,15,Beasiswa BSI,0.243437076,7096
3.06,0,0,2,9,0,0,11,31,Beasiswa BSI,0.2482276361,6890
3.22,2,2,6,2,0,0,0,40,Beasiswa BSI,0.2376063713,7371
3.39,0,1,1,6,0,0,5,43,Beasiswa BSI,0.2654350375,6174
3.76,1,2,7,5,0,0,11,21,Beasiswa BSI,0.254560026,6639
3.66,2,1,4,0,0,0,6,25,Beasiswa BSI,0.2094456479,8890
3.05,2,0,7,6,0,0,3,50,Beasiswa BSI,0.2899956448,5127
3.47,1,1,7,6,0,0,14,32,Beasiswa BSI,0.2706331361,5959
3.5,1,2,0,3,0,0,9,13,Beasiswa BSI,0.1692475997,11568
3.17,2,2,7,0,0,0,4,44,Beasiswa BSI,0.2516172837,6758
3.37,1,1,6,7,0,0,3,39,Beasiswa BSI,0.2717820102,5916
3.8,1,1,6,6,0,0,5,33,Beasiswa BSI,0.2781411324,5656
3.54,2,1,3,3,0,0,2,20,Beasiswa BSI,0.1855245856,10556
3.79,0,2,1,8,0,0,11,13,Beasiswa BSI,0.2461209261,6988
3.6,1,2,4,2,0,0,10,44,Beasiswa BSI,0.2762528984,5728
3.31,1,1,10,6,0,0,11,43,Beasiswa BSI,0.3030002244,4586
3.64,0,2,3,5,0,0,12,44,Beasiswa BSI,0.2931304979,4992
3.69,2,0,2,9,0,0,7,46,Beasiswa BSI,0.3158469381,4036
3.79,0,0,8,5,0,0,10,27,Beasiswa BSI,0.2701833344,5974
3.38,1,0,7,5,0,0,9,13,Beasiswa BSI,0.1975730432,9716
3.93,2,0,5,8,0,0,7,24,Beasiswa BSI,0.2803496455,5565
3.71,2,2,10,5,0,0,5,21,Beasiswa BSI,0.2584059643,6480
3.21,1,0,3,4,0,0,0,17,Beasiswa BSI,0.1490401925,12558
3.25,1,2,8,1,0,0,14,14,Beasiswa BSI,0.1893088677,10305
3.59,2,1,3,10,0,0,2,14,Beasiswa BSI,0.2425570479,7147
3.4,0,1,8,8,0,0,9,12,Beasiswa BSI,0.2337169748,7563
3.23,2,2,9,9,0,0,8,36,Beasiswa BSI,0.2951367866,4912
3.5,1,2,5,5,0,0,7,19,Beasiswa BSI,0.2096970665,8878
3.96,2,2,2,9,0,0,9,21,Beasiswa BSI,0.2827945483,5450
3.97,0,1,10,1,0,0,11,52,Beasiswa BSI,0.339092175,3147
3.11,2,0,0,4,0,0,2,19,Beasiswa BSI,0.1421072613,12857
3.32,0,2,0,8,0,0,3,53,Beasiswa BSI,0.3055179777,4461
3.4,1,1,9,9,0,0,14,37,Beasiswa BSI,0.3127849034,4159
3.85,2,0,0,6,0,0,9,51,Beasiswa BSI,0.3183013309,3926
3.65,1,1,6,1,0,0,7,21,Beasiswa BSI,0.2101188921,8860
3.17,1,1,0,7,0,0,5,18,Beasiswa BSI,0.1814270976,10808
3.12,1,0,8,0,0,0,8,41,Beasiswa BSI,0.2456561461,7005
3.27,1,2,9,6,0,0,7,51,Beasiswa BSI,0.316199781,4019
3.36,0,0,8,8,0,0,8,20,Beasiswa BSI,0.2432170468,7103
3.8,2,2,8,4,0,0,13,33,Beasiswa BSI,0.2888766331,5186
3.28,1,1,6,6,0,0,4,11,Beasiswa BSI,0.1820258588,10769
3.78,2,0,4,4,0,0,10,16,Beasiswa BSI,0.221997876,8173
3.63,1,0,0,10,0,0,12,27,Beasiswa BSI,0.2763367986,5727
3.75,0,2,7,6,0,0,10,43,Beasiswa BSI,0.3131986453,4139
3.37,2,2,5,5,0,0,11,41,Beasiswa BSI,0.2731939416,5861
3.29,0,1,4,6,0,0,13,29,Beasiswa BSI,0.2358170133,7460
3.62,0,2,9,4,0,0,9,52,Beasiswa BSI,0.3265338699,3596
3.67,1,0,10,1,0,0,8,18,Beasiswa BSI,0.2301911368,7718
3.97,1,1,10,8,0,0,8,30,Beasiswa BSI,0.318892584,3905
3.12,1,2,3,1,0,0,7,51,Beasiswa BSI,0.2662063821,6140
3.19,0,1,6,8,0,0,3,30,Beasiswa BSI,0.2442033702,7060
3.95,2,0,3,5,0,0,7,35,Beasiswa BSI,0.2808168488,5547
3.94,2,1,3,4,0,0,10,39,Beasiswa BSI,0.2905510719,5102
3.09,1,0,3,7,0,0,5,47,Beasiswa BSI,0.2763792492,5726
3.68,2,2,5,8,0,0,9,39,Beasiswa BSI,0.3034534998,4556
3.52,2,0,1,6,0,0,9,15,Beasiswa BSI,0.1985659597,9654
3.21,0,0,6,10,0,0,8,16,Beasiswa BSI,0.238291884,7337
3.85,0,2,6,2,0,0,5,30,Beasiswa BSI,0.2549534681,6619
3.92,1,0,4,5,0,0,7,50,Beasiswa BSI,0.3204827843,3835
3.48,0,1,5,0,0,0,2,10,Beasiswa BSI,0.1519198447,12438
3.43,1,2,10,5,0,0,6,44,Beasiswa BSI,0.3003715408,4696
3.25,0,2,7,8,0,0,12,13,Beasiswa BSI,0.2281177543,7836
3.38,0,0,5,1,0,0,10,11,Beasiswa BSI,0.1575348214,12176
3.62,0,1,4,1,0,0,7,49,Beasiswa BSI,0.2838616894,5413
3.39,1,1,1,10,0,0,2,37,Beasiswa BSI,0.2773073376,5687
3.49,1,2,8,1,0,0,10,10,Beasiswa BSI,0.1914430073,10169
3.56,0,1,7,10,0,0,5,46,Beasiswa BSI,0.3298619281,3459
3.3,0,0,1,7,0,0,0,32,Beasiswa BSI,0.226833732,7902
3.75,2,1,4,7,0,0,12,18,Beasiswa BSI,0.2504348332,6814
3.23,2,2,7,10,0,0,0,33,Beasiswa BSI,0.2783280435,5650
3.46,0,0,5,7,0,0,3,18,Beasiswa BSI,0.2135682699,8648
3.45,2,2,10,3,0,0,3,49,Beasiswa BSI,0.3032708512,4570
3.74,2,0,6,2,0,0,3,52,Beasiswa BSI,0.3044538599,4511
3.89,0,2,8,4,0,0,13,50,Beasiswa BSI,0.3378380879,3190
3.49,0,1,5,7,0,0,3,32,Beasiswa BSI,0.2538335481,6666
3.27,1,1,3,10,0,0,7,46,Beasiswa BSI,0.3069435141,4403
3.96,1,2,0,4,0,0,2,44,Beasiswa BSI,0.2921784126,5034
3.76,0,0,3,10,0,0,9,10,Beasiswa BSI,0.2569364784,6543
3.03,0,1,4,8,0,0,10,51,Beasiswa BSI,0.3048919497,4489
3.21,2,0,5,8,0,0,0,19,Beasiswa BSI,0.2078457196,9004
3.34,2,0,10,5,0,0,0,27,Beasiswa BSI,0.238391308,7333
4,2,1,10,3,0,0,14,22,Beasiswa BSI,0.2861119482,5308
3.5,0,1,6,5,0,0,6,13,Beasiswa BSI,0.1978455402,9692
3.69,0,0,0,9,0,0,1,19,Beasiswa BSI,0.2403765194,7243
3.37,1,1,10,3,0,0,6,47,Beasiswa BSI,0.2945674907,4937
3.25,2,2,0,10,0,0,2,13,Beasiswa BSI,0.2135609743,8649
3.36,1,2,3,1,0,0,2,44,Beasiswa BSI,0.2463084404,6977
3.99,2,0,9,5,0,0,4,18,Beasiswa BSI,0.2674068847,6085
3.44,0,2,5,3,0,0,5,38,Beasiswa BSI,0.2468863989,6956
3.12,2,0,2,1,0,0,9,25,Beasiswa BSI,0.1630282336,11889
3.33,1,0,3,7,0,0,10,50,Beasiswa BSI,0.3013525332,4647
3.4,1,1,9,8,0,0,7,30,Beasiswa BSI,0.2752616001,5764
3.09,0,1,1,6,0,0,7,16,Beasiswa BSI,0.1634489553,11864
3.24,1,1,3,1,0,0,8,43,Beasiswa BSI,0.2413406453,7204
3.68,2,0,10,7,0,0,1,44,Beasiswa BSI,0.317645271,3958
3.91,1,2,2,8,0,0,9,37,Beasiswa BSI,0.305263343,4470
3.44,2,1,3,6,0,0,11,21,Beasiswa BSI,0.2161128933,8493
3.24,0,1,2,6,0,0,10,38,Beasiswa BSI,0.2501667262,6825
3.38,1,1,0,0,0,0,10,53,Beasiswa BSI,0.2775628354,5677
3.49,0,0,9,8,0,0,7,18,Beasiswa BSI,0.2520121255,6746
3.32,0,1,9,8,0,0,11,14,Beasiswa BSI,0.2419258128,7178
3.17,1,0,7,0,0,0,7,44,Beasiswa BSI,0.2516966438,6756
3.33,1,1,4,2,0,0,14,30,Beasiswa BSI,0.2186266439,8343
3.94,2,2,0,3,0,0,10,28,Beasiswa BSI,0.2536434519,6676
3.23,1,2,2,3,0,0,7,34,Beasiswa BSI,0.2127818128,8703
3.09,1,1,6,7,0,0,4,16,Beasiswa BSI,0.1922232893,10109
3.58,2,0,2,7,0,0,4,38,Beasiswa BSI,0.26854895,6045
3.64,1,2,2,0,0,0,1,26,Beasiswa BSI,0.2010315149,9465
3.79,0,0,10,0,0,0,11,37,Beasiswa BSI,0.2860027603,5317
3.47,2,0,2,3,0,0,4,50,Beasiswa BSI,0.276703465,5710
3.52,2,2,5,3,0,0,4,17,Beasiswa BSI,0.1884241628,10365
3.87,2,0,3,5,0,0,9,30,Beasiswa BSI,0.2640303108,6231
3.67,1,0,5,3,0,0,0,41,Beasiswa BSI,0.2650073036,6193
3.22,0,2,4,6,0,0,1,51,Beasiswa BSI,0.289383722,5155
3.91,0,0,4,0,0,0,0,19,Beasiswa BSI,0.2149195399,8565
3.79,2,0,3,4,0,0,1,20,Beasiswa BSI,0.2168123543,8455
3.49,0,1,5,10,0,0,13,30,Beasiswa BSI,0.2900172383,5126
3.04,0,1,6,3,0,0,2,12,Beasiswa BSI,0.1351015914,13114
3.65,0,1,10,0,0,0,0,15,Beasiswa BSI,0.2132521372,8672
3.34,0,2,3,0,0,0,8,16,Beasiswa BSI,0.151657086,12450
3.49,1,1,6,1,0,0,5,51,Beasiswa BSI,0.2873413406,5257
3.86,0,0,9,7,0,0,11,50,Beasiswa BSI,0.3492248935,2842
3.99,0,2,0,4,0,0,9,51,Beasiswa BSI,0.3197636208,3866
3.46,0,1,3,7,0,0,1,38,Beasiswa BSI,0.2616315331,6340
3.66,1,0,1,3,0,0,7,45,Beasiswa BSI,0.2729584121,5871
3.51,1,0,9,8,0,0,12,25,Beasiswa BSI,0.2763939208,5724
3.53,0,2,4,5,0,0,2,52,Beasiswa BSI,0.3014971305,4639
3.04,2,2,5,4,0,0,3,40,Beasiswa BSI,0.2381005527,7348
3.82,1,1,5,0,0,0,1,12,Beasiswa BSI,0.1970762794,9756
3.17,2,2,6,5,0,0,6,47,Beasiswa BSI,0.2804095917,5561
3.2,0,1,2,4,0,0,14,18,Beasiswa BSI,0.1768587798,11089
3.9,0,1,0,8,0,0,10,24,Beasiswa BSI,0.2707299255,5957
3.19,0,1,4,5,0,0,3,25,Beasiswa BSI,0.1909498458,10202
3.26,1,1,8,0,0,0,13,36,Beasiswa BSI,0.2449587955,7038
3.08,2,0,10,7,0,0,8,31,Beasiswa BSI,0.2610864587,6363
3.47,1,0,3,9,0,0,14,16,Beasiswa BSI,0.2427969982,7126
3.27,0,0,3,2,0,0,8,31,Beasiswa BSI,0.2000329742,9543
3.57,0,1,8,4,0,0,9,41,Beasiswa BSI,0.2859374388,5321
3.19,2,2,4,3,0,0,9,39,Beasiswa BSI,0.2389316026,7307
3.48,1,0,3,9,0,0,0,25,Beasiswa BSI,0.2430397172,7115
3.71,1,2,0,1,0,0,7,33,Beasiswa BSI,0.2338423318,7555
3.08,0,1,6,5,0,0,4,40,Beasiswa BSI,0.2484818257,6880
3.34,2,2,9,10,0,0,3,37,Beasiswa BSI,0.3051392039,4478
3.17,1,1,8,9,0,0,5,12,Beasiswa BSI,0.2256665317,7966
3.8,0,2,3,6,0,0,5,41,Beasiswa BSI,0.2915536013,5055
3.83,1,2,10,0,0,0,5,34,Beasiswa BSI,0.276946874,5699
3.2,2,2,9,1,0,0,5,51,Beasiswa BSI,0.2889710952,5177
3.6,2,2,10,0,0,0,7,21,Beasiswa BSI,0.2300541655,7728
3.16,0,0,6,8,0,0,6,17,Beasiswa BSI,0.2109279345,8814
3.66,0,1,0,1,0,0,8,33,Beasiswa BSI,0.2288423924,7797
3.43,2,1,9,8,0,0,14,14,Beasiswa BSI,0.2554767146,6601
3.95,1,0,4,9,0,0,12,40,Beasiswa BSI,0.3282926945,3530
